"id" "text" "screenname" "isretweet" "retweeted" "created"
"1" "541018978634981377" "#mychoice really and with everything  on the news last yr and this yr you still operate like this huh @ups" "Who_Is_Taylanee" FALSE FALSE 1417823950
"2" "541018893389549568" "@UPS at 1:30 package showed \"OUT FOR DELIVERY\" at 4:36 updated to \"IN TRANSIT\" - backpedlng &amp; a customer out in the cold. 2nd time in 24hrs" "mannonjay" FALSE FALSE 1417823930
"3" "541018856295129088" "Jennfier @ups now telling me package sent to me by @BHPhotoVideo for delivery TODAY will NOT be delivered as \"promised\" WHAT UP @UPSHELP?" "gtbarry" FALSE FALSE 1417823921
"4" "541018787534090240" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Lynn_Dunk" TRUE FALSE 1417823905
"5" "541018774837932033" "@MLGJeanmarc @UPS @ ups help they actually respond" "rXGamingHQ" FALSE FALSE 1417823902
"6" "541018756932435968" "So either a random person or the @UPS driver is loving a Christmas  present right now huh ???" "Who_Is_Taylanee" FALSE FALSE 1417823897
"7" "541018711940136961" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "expelledlarry" TRUE FALSE 1417823887
"8" "541018540417896449" "RT @UPS: UPS driver LaDale Williams wishes to be famous. Help us deliver his wish, share his singing talent. #WishesDelivered
https://t.co/…" "santanajasmime" TRUE FALSE 1417823846
"9" "541018448919543808" "\"ur package didn't  req.  a signature \" for real because  my 1st and 2nd attempt definitely  said  it did, @ups logo http://t.co/ND3bTashoE" "Who_Is_Taylanee" FALSE FALSE 1417823824
"10" "541018446440697856" "@ZigzagBull @UPS 
Odd, they're usually on time, @FedEx is usually the ones slacking more than @USPS" "Zenoxx69" FALSE FALSE 1417823823
"11" "541018382825291776" "RT @UPS: UPS driver LaDale Williams wishes to be famous. Help us deliver his wish, share his singing talent. #WishesDelivered
https://t.co/…" "Erika_Verdi96" TRUE FALSE 1417823808
"12" "541018125441843200" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "vii_vi_mcmxcix" TRUE FALSE 1417823747
"13" "541018108438519808" "RT @ZigzagBull: Good job, @UPS turning 2 day shipping into 5." "Zenoxx69" TRUE FALSE 1417823743
"14" "541017975063449600" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "atiyahsuhaimi" TRUE FALSE 1417823711
"15" "541017843811090432" "@upshelp @ups can you help me understand what happened between phoenix and commerce city co?" "lumbermouth" FALSE FALSE 1417823680
"16" "541017831723532288" "@UPS what kind of company cant get their shit together in their career section but give u an interview for the same position over and over" "MrRnBHimself" FALSE FALSE 1417823677
"17" "541017621567918080" "Drivers discretion  above \"authorized signature required \" r @bestbuy should consider a new shipper because @UPS says they can do w/e" "Who_Is_Taylanee" FALSE FALSE 1417823627
"18" "541017617667227648" "@UPS What kind of excuse is \"we have not yet unloaded the package from the trailer?\" Sounds like someone's not doing their job. #wantmystuff" "littleblurbs" FALSE FALSE 1417823626
"19" "541017563086741504" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "faith_lord12" TRUE FALSE 1417823613
"20" "541017548381114369" "Just so everyone is aware @UPS will not be getting my business after the bullshit that happened today. PSA, for real." "Shleechan" FALSE FALSE 1417823609
"21" "541017545558732800" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "TJWilliams41" TRUE FALSE 1417823609
"22" "541017468638998528" "Why would a @UPS employee leave a package out in the rain, with no bag over it, and when my house has a covered front porch? #commonsense" "AndyReardonCX" FALSE FALSE 1417823590
"23" "541017445364805632" "RT @truckyeahnews: Four-year-old fulfills his dream of being a @UPS man and it's adorable http://t.co/QQt04T7IN4 http://t.co/TPJFI4KEuh" "truffle_beasley" TRUE FALSE 1417823585
"24" "541017390721404929" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "bluexdawn" TRUE FALSE 1417823572
"25" "541017270659465216" "OoOOoh a delivery that brought money and didn't cost me any! lol Thank you, @UPS!!!! #WishesDelivered http://t.co/NnRvCVRVhx" "SandiGirrrl" FALSE FALSE 1417823543
